Paper URL,Reviewer,Pre-rebuttal Score,Post-rebuttal Score
https://papers.miccai.org/miccai-2024/430-Paper1368.html,Reviewer 2,5,5
https://papers.miccai.org/miccai-2024/430-Paper1368.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/431-Paper1998.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/431-Paper1998.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/431-Paper1998.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/432-Paper0877.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/432-Paper0877.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/432-Paper0877.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/433-Paper3454.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/433-Paper3454.html,Reviewer 2,2,N/A
https://papers.miccai.org/miccai-2024/433-Paper3454.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/434-Paper3080.html,Reviewer 1,2,2
https://papers.miccai.org/miccai-2024/434-Paper3080.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/434-Paper3080.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/435-Paper3702.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/435-Paper3702.html,Reviewer 2,2,N/A
https://papers.miccai.org/miccai-2024/435-Paper3702.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/436-Paper1321.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/436-Paper1321.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/436-Paper1321.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/436-Paper1321.html,Reviewer 4,5,6
https://papers.miccai.org/miccai-2024/437-Paper3796.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/437-Paper3796.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/437-Paper3796.html,Reviewer 3,5,6
https://papers.miccai.org/miccai-2024/438-Paper2217.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/438-Paper2217.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/438-Paper2217.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/439-Paper1997.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/439-Paper1997.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/439-Paper1997.html,Reviewer 3,5,4
https://papers.miccai.org/miccai-2024/440-Paper2377.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/440-Paper2377.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/440-Paper2377.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/441-Paper1056.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/441-Paper1056.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/441-Paper1056.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/442-Paper1339.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/442-Paper1339.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/442-Paper1339.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/443-Paper2260.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/443-Paper2260.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/443-Paper2260.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/444-Paper0380.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/444-Paper0380.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/444-Paper0380.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/445-Paper0263.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/445-Paper0263.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/445-Paper0263.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/446-Paper2135.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/446-Paper2135.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/446-Paper2135.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/447-Paper1602.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/447-Paper1602.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/447-Paper1602.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/448-Paper0250.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/448-Paper0250.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/448-Paper0250.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/449-Paper4008.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/449-Paper4008.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/449-Paper4008.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/450-Paper1667.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/450-Paper1667.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/450-Paper1667.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/451-Paper0103.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/451-Paper0103.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/451-Paper0103.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/452-Paper3246.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/452-Paper3246.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/452-Paper3246.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/453-Paper1759.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/453-Paper1759.html,Reviewer 2,5,5
https://papers.miccai.org/miccai-2024/453-Paper1759.html,Reviewer 3,6,6
https://papers.miccai.org/miccai-2024/454-Paper3398.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/454-Paper3398.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/454-Paper3398.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/455-Paper3328.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/455-Paper3328.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/455-Paper3328.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/456-Paper1957.html,Reviewer 1,4,2
https://papers.miccai.org/miccai-2024/456-Paper1957.html,Reviewer 2,5,5
https://papers.miccai.org/miccai-2024/457-Paper2268.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/457-Paper2268.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/457-Paper2268.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/458-Paper1502.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/458-Paper1502.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/458-Paper1502.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/459-Paper3350.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/459-Paper3350.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/459-Paper3350.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/460-Paper0813.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/460-Paper0813.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/460-Paper0813.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/461-Paper0827.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/461-Paper0827.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/461-Paper0827.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/462-Paper3351.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/462-Paper3351.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/462-Paper3351.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/463-Paper1629.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/463-Paper1629.html,Reviewer 2,5,5
https://papers.miccai.org/miccai-2024/463-Paper1629.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/464-Paper1854.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/464-Paper1854.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/464-Paper1854.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/465-Paper0771.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/465-Paper0771.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/465-Paper0771.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/466-Paper3416.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/466-Paper3416.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/466-Paper3416.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/467-Paper0286.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/467-Paper0286.html,Reviewer 2,3,5
https://papers.miccai.org/miccai-2024/467-Paper0286.html,Reviewer 3,5,4
https://papers.miccai.org/miccai-2024/468-Paper2173.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/468-Paper2173.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/468-Paper2173.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/469-Paper1851.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/469-Paper1851.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/469-Paper1851.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/470-Paper2275.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/470-Paper2275.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/470-Paper2275.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/471-Paper1064.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/471-Paper1064.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/471-Paper1064.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/472-Paper1964.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/472-Paper1964.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/472-Paper1964.html,Reviewer 3,5,4
https://papers.miccai.org/miccai-2024/473-Paper2565.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/473-Paper2565.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/473-Paper2565.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/474-Paper3369.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/474-Paper3369.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/474-Paper3369.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/475-Paper3725.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/475-Paper3725.html,Reviewer 2,4,6
https://papers.miccai.org/miccai-2024/475-Paper3725.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/476-Paper1379.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/476-Paper1379.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/476-Paper1379.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/477-Paper2877.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/477-Paper2877.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/477-Paper2877.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/478-Paper0900.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/478-Paper0900.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/478-Paper0900.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/479-Paper1160.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/479-Paper1160.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/479-Paper1160.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/480-Paper2700.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/480-Paper2700.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/480-Paper2700.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/480-Paper2700.html,Reviewer 4,5,5
https://papers.miccai.org/miccai-2024/481-Paper3276.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/481-Paper3276.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/481-Paper3276.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/482-Paper1926.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/482-Paper1926.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/482-Paper1926.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/482-Paper1926.html,Reviewer 4,4,4
https://papers.miccai.org/miccai-2024/483-Paper0562.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/483-Paper0562.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/483-Paper0562.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/484-Paper0979.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/484-Paper0979.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/484-Paper0979.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/485-Paper1472.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/485-Paper1472.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/485-Paper1472.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/486-Paper2097.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/486-Paper2097.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/486-Paper2097.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/487-Paper3255.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/487-Paper3255.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/487-Paper3255.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/488-Paper0926.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/488-Paper0926.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/488-Paper0926.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/489-Paper2226.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/489-Paper2226.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/489-Paper2226.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/490-Paper1246.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/490-Paper1246.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/490-Paper1246.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/491-Paper0762.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/491-Paper0762.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/491-Paper0762.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/492-Paper0914.html,Reviewer 1,2,2
https://papers.miccai.org/miccai-2024/492-Paper0914.html,Reviewer 2,3,3
https://papers.miccai.org/miccai-2024/492-Paper0914.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/493-Paper0290.html,Reviewer 1,1,N/A
https://papers.miccai.org/miccai-2024/493-Paper0290.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/493-Paper0290.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/493-Paper0290.html,Reviewer 4,5,5
https://papers.miccai.org/miccai-2024/494-Paper3032.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/494-Paper3032.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/494-Paper3032.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/494-Paper3032.html,Reviewer 4,5,N/A
https://papers.miccai.org/miccai-2024/495-Paper1538.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/495-Paper1538.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/495-Paper1538.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/496-Paper1340.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/496-Paper1340.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/496-Paper1340.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/497-Paper2333.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/497-Paper2333.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/497-Paper2333.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/498-Paper2311.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/498-Paper2311.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/498-Paper2311.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/499-Paper4230.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/499-Paper4230.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/499-Paper4230.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/500-Paper0867.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/500-Paper0867.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/500-Paper0867.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/501-Paper2150.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/501-Paper2150.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/501-Paper2150.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/501-Paper2150.html,Reviewer 4,4,N/A
https://papers.miccai.org/miccai-2024/502-Paper4012.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/502-Paper4012.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/502-Paper4012.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/503-Paper3619.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/503-Paper3619.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/503-Paper3619.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/504-Paper0333.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/504-Paper0333.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/504-Paper0333.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/505-Paper1626.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/505-Paper1626.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/505-Paper1626.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/506-Paper2872.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/506-Paper2872.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/506-Paper2872.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/507-Paper1369.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/507-Paper1369.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/507-Paper1369.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/508-Paper1438.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/508-Paper1438.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/508-Paper1438.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/509-Paper1764.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/509-Paper1764.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/509-Paper1764.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/510-Paper2259.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/510-Paper2259.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/510-Paper2259.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/511-Paper1687.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/511-Paper1687.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/511-Paper1687.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/512-Paper2372.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/512-Paper2372.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/512-Paper2372.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/513-Paper2749.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/513-Paper2749.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/513-Paper2749.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/514-Paper2494.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/514-Paper2494.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/514-Paper2494.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/515-Paper0040.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/515-Paper0040.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/515-Paper0040.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/516-Paper1260.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/516-Paper1260.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/516-Paper1260.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/517-Paper1156.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/517-Paper1156.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/517-Paper1156.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/518-Paper2885.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/518-Paper2885.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/518-Paper2885.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/519-Paper3852.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/519-Paper3852.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/519-Paper3852.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/520-Paper0067.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/520-Paper0067.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/520-Paper0067.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/521-Paper1002.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/521-Paper1002.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/521-Paper1002.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/522-Paper2540.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/522-Paper2540.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/522-Paper2540.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/523-Paper1311.html,Reviewer 1,1,1
https://papers.miccai.org/miccai-2024/523-Paper1311.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/523-Paper1311.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/524-Paper1370.html,Reviewer 1,5,N/A
https://papers.miccai.org/miccai-2024/524-Paper1370.html,Reviewer 2,6,N/A
https://papers.miccai.org/miccai-2024/524-Paper1370.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/525-Paper1159.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/525-Paper1159.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/525-Paper1159.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/526-Paper0375.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/526-Paper0375.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/526-Paper0375.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/527-Paper0399.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/527-Paper0399.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/527-Paper0399.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/528-Paper1678.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/528-Paper1678.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/528-Paper1678.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/529-Paper1623.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/529-Paper1623.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/529-Paper1623.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/530-Paper2265.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/530-Paper2265.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/530-Paper2265.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/531-Paper2168.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/531-Paper2168.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/531-Paper2168.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/532-Paper1536.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/532-Paper1536.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/532-Paper1536.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/533-Paper0782.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/533-Paper0782.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/533-Paper0782.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/534-Paper0906.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/534-Paper0906.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/534-Paper0906.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/535-Paper0967.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/535-Paper0967.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/535-Paper0967.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/536-Paper2723.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/536-Paper2723.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/536-Paper2723.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/537-Paper1151.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/537-Paper1151.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/537-Paper1151.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/538-Paper1471.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/538-Paper1471.html,Reviewer 2,3,5
https://papers.miccai.org/miccai-2024/538-Paper1471.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/539-Paper1255.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/539-Paper1255.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/539-Paper1255.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/540-Paper4049.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/540-Paper4049.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/540-Paper4049.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/541-Paper0973.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/541-Paper0973.html,Reviewer 2,4,4
